Date,Close
2021-05-17,1136.73
2021-05-18,1126.93
2021-05-19,1131.18
2021-05-20,1127.66
2021-05-21,1127.63
2021-05-24,1123.48
2021-05-25,1122.36
2021-05-26,1116.61
2021-05-27,1118.55
2021-05-28,1113.08
2021-05-31,1106.58
2021-06-01,1108.38
2021-06-02,1110.92
2021-06-03,1116.46
2021-06-04,1110.52
2021-06-07,1110.62
2021-06-08,1117.72
2021-06-09,1115.61
2021-06-10,1112.32
2021-06-11,1116.4
2021-06-14,1116.33
2021-06-15,1117.09
2021-06-16,1132.68
2021-06-17,1134.3
2021-06-18,1134.94
2021-06-21,1131.4
2021-06-22,1133.57
2021-06-23,1135.85
2021-06-24,1130.78
2021-06-25,1127.12
2021-06-28,1130.04
2021-06-29,1131.62
2021-06-30,1130.48
2021-07-01,1134.33
2021-07-02,1130.53
2021-07-05,1130.42
2021-07-06,1136.75
2021-07-07,1141.5
2021-07-08,1146.59
2021-07-09,1143.73
2021-07-12,1146.85
2021-07-13,1149.94
2021-07-14,1144.22
2021-07-15,1141.59
2021-07-16,1141.51
2021-07-19,1150.83
2021-07-20,1147.47
2021-07-21,1149.31
2021-07-22,1150.55
2021-07-23,1151.52
2021-07-26,1152.54
2021-07-27,1154.25
2021-07-28,1150.27
2021-07-29,1143.12
2021-07-30,1151.41
2021-08-02,1150.18
2021-08-03,1148.44
2021-08-04,1144.76
2021-08-05,1142.59
2021-08-06,1144.93
2021-08-09,1146.89
2021-08-10,1152.7
2021-08-11,1153.98
2021-08-12,1162.98
2021-08-13,1161.37
2021-08-16,1165.28
2021-08-17,1177.3
2021-08-18,1170.03
2021-08-19,1176.28
2021-08-20,1175.15
2021-08-23,1169.36
2021-08-24,1163.65
2021-08-25,1163.87
2021-08-26,1170.53
2021-08-27,1161.23
2021-08-30,1164.34
2021-08-31,1158.73
2021-09-01,1155.47
2021-09-02,1158.05
2021-09-03,1154.28
2021-09-06,1157.04
2021-09-07,1161.98
2021-09-08,1166.54
2021-09-09,1169.64
2021-09-10,1170.23
2021-09-13,1172.83
2021-09-14,1172.23
2021-09-15,1166.23
2021-09-16,1175.19
2021-09-17,1180.69
2021-09-20,1185.67
2021-09-21,1183.96
2021-09-22,1181.75
2021-09-23,1174.63
2021-09-24,1179.68
2021-09-27,1177.94
2021-09-28,1187.16
2021-09-29,1187.11
2021-09-30,1184.23
2021-10-01,1180.35
2021-10-04,1184.12
2021-10-05,1186.48
2021-10-06,1190.21
2021-10-07,1190.88
2021-10-08,1196.79
2021-10-11,1195.3
2021-10-12,1197.29
2021-10-13,1186.18
2021-10-14,1181.69
2021-10-15,1182.07
2021-10-18,1185.47
2021-10-19,1175.13
2021-10-20,1175.63
2021-10-21,1177.78
2021-10-22,1177.48
2021-10-25,1168.02
2021-10-26,1167.95
2021-10-27,1172.05
2021-10-28,1168.44
2021-10-29,1174.47
2021-11-01,1177.45
2021-11-02,1178.48
2021-11-03,1178.78
2021-11-04,1185.75
2021-11-05,1181.05
2021-11-08,1180.84
2021-11-09,1178.4
2021-11-10,1185.04
2021-11-11,1182.39
2021-11-12,1179.2
2021-11-15,1183.42
2021-11-16,1183.85
2021-11-17,1180.46
2021-11-18,1182.37
2021-11-19,1187.1
2021-11-22,1190.08
2021-11-23,1189.08
2021-11-24,1188.77
2021-11-25,1190.16
2021-11-26,1194.43
